Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data
cg08388746,127428,36,1,NM_153035.1,0.225337794
cg08390021,162681,36,18,NM_173529.3,0.035217347
cg08390209,1030,36,9,NT_008413.17,0.335924133
cg08390254,477,36,1,NM_000702.2,0.647136813
cg08392591,29123,36,16,NM_013275.4,0.083177514
cg08393006,10147,36,19,NM_014884.1,0.064965635
cg08393541,10726,36,1,NM_006600.2,0.04268095
cg08394377,9783,36,1,NM_014747.2,0.711771834
cg08395365,56922,36,3,NM_020166.2,0.159366845
cg08395706,9726,36,16,NM_014699.2,0.036187179
cg08395899,26019,36,10,NM_015542.2,0.088611618
cg08397758,84795,36,10,NM_032709.1,0.135990877
cg08398233,55450,36,1,NM_018584.4,0.189745513
cg08399444,83445,36,12,NM_031289.1,0.697781175
cg08400019,221078,36,10,NM_182543.1,0.052699024
cg08400120,5584,36,3,NM_002740.4,0.04000423
cg08402568,146433,36,16,NM_152456.1,0.854387346
cg08403419,339403,36,1,NM_181885.1,0.560656769
cg08404225,3568,36,3,NM_000564.2,0.512252853
cg08404227,28232,36,15,NM_013272.2,0.037210889
cg08408988,83892,36,12,NM_031954.3,0.041339266
cg08409225,79035,36,12,NM_024068.2,0.287134296
cg08411049,5268,36,18,NM_002639.2,0.726807124
cg08411435,84152,36,17,NM_032192.2,0.285453389
cg08412305,25874,36,1,NM_015415.1,0.026667929
cg08413153,29916,36,17,NM_013323.2,0.102712694
cg08413366,5532,36,10,NM_021132.1,0.042272287
cg08413469,55635,36,1,NM_017779.3,0.043904255
cg08416046,8471,36,X,NM_003604.1,0.179306638
cg08417687,8724,36,6,NM_152827.1,0.071261414
cg08418111,3948,36,11,NM_017448.1,0.370410559
cg08418332,6363,36,9,NM_006274.2,0.672477614
cg08418747,5383,36,7,NM_174930.2,0.038244227
cg08418978,9071,36,13,NM_006984.3,0.816007153
cg08419026,81796,36,8,NM_030958.1,0.039927009
cg08420085,254359,36,11,NM_207340.1,0.033545704
cg08420900,51402,36,X,NM_016153.1,0.867418764
cg08422599,30820,36,5,NM_014592.2,0.07459486
cg08424423,1041,36,6,NM_001264.3,0.884761667
cg08424427,10399,36,5,NM_006098.3,0.043327428
cg08426384,57143,36,14,NM_020421.2,0.047437417
cg08427977,196740,36,10,NM_144984.1,0.442473717
cg08428707,128866,36,20,NM_176812.3,0.041856443
cg08430598,1469,36,20,NM_001898.2,0.874618481
cg08431931,164684,36,22,NM_152613.1,0.298142528
cg08432727,6664,36,2,NM_003108.3,0.089978338
cg08433095,161582,36,15,NM_001033559.1,0.864943382
cg08433538,9649,36,9,NM_014636.1,0.154796297
cg08434152,55233,36,2,NM_018221.1,0.041125203
cg08434234,9162,36,7,NM_004717.2,0.058627948
cg08434396,2332,36,X,NM_002024.3,0.24659003
cg08434547,2648,36,17,NM_021078.1,0.050141228
cg08439468,23299,36,9,NM_001003800.1,0.046395226
cg08440125,11112,36,7,NM_152740.2,0.042225401
cg08440425,220074,36,11,NM_145309.1,0.151900249
cg08441170,53904,36,10,NM_017433.3,0.080442855
cg08441546,51108,36,16,NM_016025.2,0.061575288
cg08441806,84504,36,10,NM_177400.1,0.134936776
cg08443351,84986,36,10,NM_032900.4,0.040329536
cg08445039,11328,36,7,NM_007270.2,0.160076683
cg08446111,85320,36,16,NM_033151.2,0.465470388
cg08448040,79885,36,3,NM_024827.1,0.046370071
cg08448751,56920,36,3,NM_020163.1,0.835309623
cg08450168,115273,36,1,NM_152304.1,0.890432161
cg08450982,9253,36,19,NM_004756.2,0.629614237
cg08451957,200350,36,2,NM_012184.3,0.596631502
cg08452348,347732,36,5,NM_178019.1,0.896044264
cg08453021,9844,36,7,NM_014800.8,0.05444056
cg08453096,64240,36,2,NM_022436.2,0.855475324
cg08453968,29107,36,20,NM_013248.2,0.040246332
cg08455548,83259,36,Y,NM_032971.1,0.143694831
cg08458170,57616,36,19,NM_020856.1,0.9263823
cg08458487,6441,36,10,NM_003019.4,0.585421796
cg08459368,4246,36,11,NM_002407.1,0.754031929
cg08460026,1493,36,2,NM_005214.2,0.64874242
cg08460435,113802,36,1,NM_144584.1,0.100445083
cg08461397,6645,36,16,NM_130845.1,0.061292732
cg08462247,150678,36,2,NM_138336.1,0.090963369
cg08462292,58155,36,1,NM_021190.1,0.040309649
cg08463061,390,36,2,NM_005168.3,0.080544047
cg08463485,286676,36,3,NM_175924.2,0.273255561
cg08465510,284129,36,17,NM_173626.1,0.091202801
cg08465774,3620,36,8,NM_002164.3,0.750000559
cg08465862,5214,36,10,NM_002627.3,0.054252419
cg08466074,10944,36,11,NM_014267.3,0.110465208
cg08466883,51133,36,1,NM_016121.3,0.048355697
cg08468689,84514,36,17,NM_032484.3,0.231296675
cg08469834,837,36,11,NM_001225.3,0.155775442
cg08471713,4222,36,17,NM_013999.2,0.692164632
cg08472583,27297,36,7,NM_014478.3,0.087302889
cg08473533,115939,36,16,NM_001001410.2,0.042239824
cg08474603,1401,36,1,NM_000567.2,0.775980029
cg08475088,338321,36,19,NM_176820.2,0.874546195
cg08475827,55183,36,2,NM_018151.3,0.178507829
cg08477744,4237,36,1,NM_017459.1,0.841231389
cg08478189,8609,36,2,NM_003709.1,0.054449597
cg08480367,8406,36,X,NM_006307.2,0.450446196
cg08487038,115426,36,9,NM_152306.2,0.050845598
cg08487374,81628,36,7,NM_030935.3,0.040705247
cg08489623,346288,36,7,NM_207366.1,0.636582151
cg08490173,56929,36,5,NM_020177.2,0.05069649
cg08491025,6566,36,1,NM_003051.2,0.041502275
cg08491125,3669,36,15,NM_002201.4,0.123889321
cg08491964,6925,36,18,NM_003199.1,0.100955829
cg08492707,3454,36,21,NM_000629.2,0.035007742
cg08493463,133121,36,4,NM_153343.2,0.657959133
cg08494812,9014,36,2,NM_005680.1,0.048917664
cg08495878,5267,36,14,NM_006215.2,0.824196157
cg08496601,10682,36,X,NM_006579.1,0.260688947
cg08496998,54476,36,7,NM_019011.4,0.86339295
cg08497766,3601,36,10,NM_002189.2,0.056548551
cg08500346,1512,36,15,NM_004390.2,0.072297787
cg08504049,9422,36,19,NM_003417.2,0.082185952
cg08504583,122060,36,13,NM_144595.2,0.67012553
cg08504905,79165,36,19,NM_024316.1,0.028178446
cg08505473,145270,36,14,NM_178013.1,0.038496075
cg08507270,50836,36,12,NM_023918.1,0.798027599
cg08508325,833,36,11,NM_001751.4,0.117588635
cg08509737,10533,36,3,NM_006395.1,0.860020472
cg08510456,8927,36,3,NM_003458.1,0.332357429
cg08512940,25766,36,12,NM_012272.1,0.035893824
cg08513100,7320,36,5,NM_003337.2,0.044000311
cg08514736,10309,36,5,NM_021147.2,0.05251793
cg08516400,51637,36,14,NM_016039.1,0.203201343
cg08519865,9443,36,5,NM_004270.3,0.047752379
cg08519905,928,36,12,NM_001769.2,0.254889084
cg08521225,7276,36,18,NM_000371.1,0.83245807
cg08524221,79157,36,17,NM_024311.2,0.079293304
cg08524525,166379,36,4,NM_152618.2,0.028946437
cg08525145,339403,36,1,NM_181885.1,0.342176075
cg08525207,6201,36,2,NM_001011.3,0.055536612
cg08525481,11054,36,20,NM_007346.2,0.027099638
cg08526867,1350,36,5,NM_001867.2,0.047376211
cg08527127,84970,36,1,NM_032884.2,0.62904783
cg08528984,63976,36,1,NM_022114.2,0.065941908
cg08529259,2653,36,16,NM_004483.3,0.055643645
cg08529529,241,36,13,NM_001629.2,0.506539083
cg08529852,51162,36,9,NM_016215.3,0.666074568
cg08530414,960,36,11,NM_000610.3,0.070602849
cg08531821,51531,36,9,NM_016481.2,0.04451689
cg08532057,9818,36,13,NM_014089.3,0.189378482
cg08535091,283932,36,16,NM_175901.3,0.023600629
cg08535373,140679,36,20,NM_080552.2,0.099506441
cg08536841,284359,36,19,NM_182575.1,0.149821213
cg08537652,63976,36,1,NM_022114.2,0.054403753
cg08538752,7179,36,21,NM_013315.2,0.510429133
cg08539093,29989,36,9,NM_014581.2,0.807162127
cg08539991,27033,36,19,NM_014383.1,0.788597499
cg08541219,9061,36,4,NM_005443.4,0.039736431
cg08548086,3074,36,5,NM_000521.2,0.045808704
cg08548888,4615,36,3,NM_002468.2,0.16449873
cg08550026,89797,36,11,NM_182964.4,0.072334335
cg08550724,285753,36,6,NM_173830.3,0.835057089
cg08551088,79892,36,10,NM_024834.1,0.073759859
cg08551633,1088,36,19,NM_001816.2,0.526629352
cg08551857,55824,36,8,NM_018440.3,0.047139192
cg08552121,81853,36,6,NM_030969.2,0.045946169
cg08552254,9682,36,1,NM_014663.1,0.133069654
cg08552999,84146,36,1,NM_032186.3,0.071075078
cg08553339,9441,36,19,NM_004831.3,0.032545876
cg08554114,30001,36,14,NM_014584.1,0.798390398
cg08554462,596,36,18,NT_025028.13,0.086595136
cg08555612,60675,36,3,NM_021935.2,0.05470642
cg08555657,6704,36,1,NM_001024209.1,0.735535332
cg08555772,55130,36,10,NM_018076.2,0.061703178
cg08555924,1830,36,18,NM_001944.1,0.842393498
cg08557686,65078,36,22,NM_023004.5,0.105322396
cg08558340,51593,36,7,NM_015908.4,0.377710164
cg08558873,7761,36,11,NM_013249.1,0.048482498
cg08559914,59272,36,X,NM_021804.1,0.704351928
cg08560942,43,36,7,NM_015831.1,0.050405707
cg08563994,9807,36,3,NM_153273.3,0.026320491
cg08567916,84926,36,12,NM_032840.1,0.022787565
cg08568512,80206,36,18,NM_025135.2,0.02311679
cg08568987,11338,36,19,NM_007279.2,0.03920852
cg08569678,54742,36,8,NM_017527.2,0.29619744
cg08570275,5028,36,3,NM_002563.2,0.045499997
cg08570521,7092,36,4,NM_012464.3,0.052160351
cg08571203,55810,36,12,NM_018416.2,0.02847061
cg08572611,51412,36,7,NM_016188.3,0.085982878
cg08573687,7054,36,11,NM_199292.1,0.864993744
cg08573893,55093,36,8,NM_018024.1,0.066952581
cg08574156,94032,36,3,NM_033259.2,0.033184511
cg08575537,2056,36,7,NM_000799.2,0.142799711
cg08575950,256714,36,X,NM_152780.2,0.699088142
cg08576197,284001,36,17,NM_198082.1,0.048282374
cg08578023,1520,36,1,NM_004079.3,0.2376012
cg08578305,3845,36,12,NT_009714.16,0.040699133
cg08578641,27019,36,9,NM_012144.2,0.454181567
cg08578734,2890,36,5,NM_000827.2,0.15538853
cg08579995,400679,36,19,NM_207463.1,0.81787335
cg08583049,27023,36,15,NM_012182.1,0.054164726
cg08584430,9807,36,3,NM_153273.3,0.021602823
cg08585897,54386,36,16,NM_018975.2,0.431381147
cg08586737,79571,36,7,NM_024523.5,0.270739423
cg08587542,9812,36,5,NM_014773.2,0.114148466
cg08587820,8553,36,3,NM_003670.1,0.049531249
cg08587864,5279,36,1,NM_153747.1,0.304622089
cg08590939,5019,36,5,NM_000436.2,0.07085436
cg08591489,63932,36,X,NM_022101.2,0.23146652
cg08592230,63940,36,6,NM_022107.1,0.035567486
cg08592761,55323,36,15,NM_197958.1,0.052681759
cg08594695,361,36,18,NM_001650.4,0.809943429
cg08595011,84892,36,3,NM_032806.4,0.075678833
cg08596000,80310,36,11,NM_025208.3,0.119651454
cg08596544,9197,36,3,NM_004733.2,0.047469847
cg08596642,1660,36,1,NM_001357.2,0.044175011
cg08598221,6641,36,8,NM_021021.2,0.475364134
cg08602689,79070,36,13,NM_024089.1,0.035228676
cg08603768,7478,36,5,NM_031933.1,0.728067337
cg08604885,89122,36,7,NM_033017.2,0.053877513
cg08605641,79666,36,8,NM_024613.2,0.046373472
cg08606356,960,36,11,NT_009237.17,0.076800506
cg08607082,3383,36,19,NM_000201.1,0.043114604
cg08607500,55871,36,9,NM_018491.2,0.068171156
cg08608800,23091,36,13,NM_015070.2,0.045405816
cg08610361,144455,36,12,NM_203394.1,0.047058953
cg08611205,27258,36,3,NM_014463.1,0.862278811
cg08611714,3882,36,17,NM_002278.2,0.676782965
cg08612037,121551,36,12,NM_001017523.1,0.061158548
cg08612601,221527,36,6,NM_181842.1,0.043297207
cg08612871,2709,36,1,NM_005268.2,0.713504158
cg08613513,4998,36,1,NM_004153.2,0.068486379
cg08614201,11126,36,1,NM_007053.2,0.846193609
cg08614481,3351,36,6,NM_000863.1,0.095562462
cg08614528,78987,36,3,NM_015513.2,0.06879773
cg08615333,7043,36,14,NM_003239.1,0.636942777
cg08617916,83593,36,1,NT_021877.18,0.041656748
cg08618113,11261,36,15,NM_007236.3,0.059121735
cg08620270,9972,36,6,NM_005124.2,0.033451239
cg08620470,8034,36,10,NM_152707.2,0.883819439
cg08623383,9473,36,1,NM_004848.1,0.452081312
cg08623787,6258,36,1,NM_006917.3,0.14607386
cg08623947,3055,36,20,NM_002110.2,0.047742658
cg08624068,147323,36,18,NM_139171.1,0.841954228
cg08624249,25781,36,20,NM_152257.1,0.770904182
cg08625022,26578,36,9,NM_012383.3,0.054657769
cg08625335,6235,36,14,NM_001030001.1,0.036593412
cg08626653,222950,36,7,NM_173564.2,0.805448547
cg08626943,10527,36,11,NM_006391.1,0.057811084
cg08629913,3489,36,12,NM_002178.2,0.032149118
cg08631151,388394,36,17,NM_203400.1,0.045319506
cg08631437,137529,36,8,,0.233670176
cg08632701,54093,36,21,NM_017438.2,0.795970408
cg08633154,84333,36,10,NM_032373.2,0.025335848
cg08634024,26211,36,7,NM_012369.1,0.853146656
cg08634464,126295,36,19,NM_173480.1,0.195600924
cg08634539,51635,36,14,NM_016029.1,0.045263205
cg08635242,1362,36,17,NM_001304.3,0.05996282
cg08635249,55131,36,7,NM_018077.1,0.032669662
cg08636224,2289,36,6,NM_004117.2,0.876954
cg08637669,56959,36,9,NM_020207.1,0.697655773
cg08638395,9213,36,1,NM_004736.2,0.029202241
cg08640498,3626,36,12,NM_005538.2,0.465612249
cg08642068,140732,36,20,NM_080675.3,0.717211552
cg08643928,55103,36,1,NM_152663.2,0.025426225
cg08646988,2673,36,2,NM_002056.1,0.020287475
cg08647446,166824,36,4,NM_201431.1,0.130698516
cg08647727,254013,36,12,NM_173802.2,0.120778994
cg08649013,56606,36,4,NM_020041.2,0.847927801
cg08651674,6239,36,6,NM_002955.4,0.048611515
cg08652404,84124,36,7,NM_032164.2,0.039847376
cg08653874,6430,36,14,NM_006925.2,0.044942496
cg08654334,116093,36,2,NM_052952.1,0.605248065
cg08654655,57863,36,1,NM_021189.2,0.260128883
cg08655844,81552,36,7,NM_030796.2,0.147953943
cg08656294,968,36,17,NM_001251.1,0.039074051
cg08657449,81501,36,8,NM_030788.2,0.791583347
cg08658594,50838,36,12,NM_023920.2,0.766924921
cg08659539,84936,36,15,NM_032850.3,0.852955767
cg08659707,23369,36,2,NM_015317.1,0.749046723
cg08660285,79819,36,1,NM_207014.1,0.116226555
cg08661003,65992,36,20,NM_023935.1,0.900331823
cg08661227,8407,36,1,NM_003564.1,0.023719689
cg08661290,148479,36,1,NM_153812.1,0.078494313
cg08662074,5069,36,9,NM_002581.3,0.173326515
cg08663969,9619,36,21,NM_016818.2,0.84168811
cg08665772,3765,36,1,NM_004983.2,0.28439465
cg08666623,10610,36,17,NM_006456.1,0.146884788
cg08667721,9230,36,19,NM_004218.1,0.145482353
cg08668790,7710,36,19,NM_003444.1,0.123810152
cg08670517,29979,36,9,NM_053067.1,0.066500998
cg08670691,148870,36,1,NM_152492.1,0.679075725
cg08673615,3155,36,1,NM_000191.2,0.04234985
cg08674093,54165,36,3,NM_020640.2,0.092381079
cg08675585,145497,36,14,NM_194287.1,0.724526195
cg08675664,501,36,5,NM_001182.2,0.076163512
cg08678755,5169,36,6,NM_005021.2,0.710795085
cg08679985,128209,36,1,NM_173484.2,0.82009803
cg08680085,51765,36,X,NM_016542.2,0.231736389
cg08680102,134266,36,5,NM_152407.2,0.027687066
cg08680731,27072,36,7,NM_014396.2,0.068269433
cg08682341,3632,36,10,NM_005539.2,0.104796472
cg08684473,10990,36,19,NM_006840.2,0.799576231
cg08687163,4486,36,3,NM_002447.1,0.76696472
cg08687825,167681,36,6,NM_153362.1,0.066609189
cg08687901,8367,36,6,NM_003545.3,0.044696997
cg08687958,118987,36,10,NM_173791.2,0.035439888
cg08690031,83879,36,2,NM_031942.3,0.068368572
cg08690721,56672,36,11,NM_020642.2,0.062103324
cg08693206,162,36,22,NM_001127.2,0.037288904
cg08693325,51213,36,X,NM_016383.2,0.720407639
cg08694544,83546,36,19,NM_031429.1,0.058247208
cg08695223,10479,36,X,NM_006359.1,0.314855226
cg08695830,7461,36,7,NM_003388.3,0.076438534
cg08696192,84951,36,17,NM_032865.3,0.769016553
cg08696890,221184,36,16,NM_152727.4,0.054028244
cg08697242,23632,36,1,NM_012113.1,0.790777124
cg08697285,23077,36,13,NM_015057.2,0.070204024
cg08697665,5918,36,3,NM_002888.2,0.385397763
cg08699435,51126,36,20,NM_181527.1,0.054931704
cg08700306,4037,36,19,NM_002333.1,0.299138292
cg08700651,163702,36,1,NM_170743.2,0.214800008
cg08701609,29980,36,21,NM_017613.2,0.057614805
cg08703595,64224,36,7,NM_022373.3,0.05152631
cg08703971,81537,36,14,NM_030791.2,0.075093418
cg08704509,65983,36,5,NM_023927.1,0.070895235
cg08704606,4360,36,10,NM_002438.1,0.607721891
cg08704884,9040,36,19,NM_003969.2,0.071191614
cg08705994,864,36,1,NT_004610.18,0.952748093
cg08706258,26118,36,17,NM_134265.2,0.027124292
cg08707063,8880,36,1,NM_003902.3,0.120686764
cg08707078,340277,36,7,NM_199136.1,0.089054053
cg08707819,23186,36,14,NM_015156.1,0.290256993
cg08708323,90861,36,16,NM_144570.2,0.050393388
cg08709276,10930,36,6,NM_006789.2,0.874443742
cg08709385,25812,36,22,,0.927888119
cg08711674,84335,36,19,NM_032375.2,0.515607939
cg08711724,64318,36,10,NM_022451.9,0.054889463
cg08713365,80023,36,20,NM_024958.1,0.147774156
cg08715135,10221,36,8,NM_025195.2,0.031558569
cg08715837,51807,36,22,NM_018943.1,0.04970358
cg08717396,8969,36,6,NM_021064.3,0.15934084
cg08718071,374659,36,15,NM_198527.1,0.053390487
cg08719081,257,36,1,NM_006492.1,0.916197924
cg08719486,1612,36,9,NM_004938.1,0.459389163
cg08721347,199857,36,1,NM_144988.2,0.040662478
cg08722104,5702,36,11,NM_002804.3,0.038379976
cg08722122,2260,36,8,NM_000604.2,0.795331979
cg08722720,57099,36,15,NM_020371.2,0.048050544
cg08723608,222950,36,7,NM_173564.2,0.739439372
cg08724474,206358,36,5,NM_078483.2,0.045555952
cg08724517,79884,36,4,NM_024826.1,0.143183635
cg08724563,30062,36,18,NM_013435.1,0.048483995
cg08724636,5898,36,7,NM_005402.2,0.021843813
cg08725962,285598,36,5,NM_173664.3,0.019825125
cg08727202,4357,36,22,NM_001013436.1,0.421068204
cg08728865,199713,36,19,NM_139176.2,0.845643785
cg08729012,54918,36,3,NM_017801.2,0.102164187
cg08731300,8325,36,10,NM_031866.1,0.050201745
cg08733315,90427,36,15,NM_001003940.1,0.030671875
cg08733774,5903,36,2,NM_006267.3,0.065611104
cg08735298,127687,36,1,NM_198446.1,0.042118711
cg08736146,124995,36,17,NM_145255.2,0.035524955
cg08737421,4149,36,14,NM_002382.3,0.0454532
cg08738040,10695,36,6,NM_006586.2,0.020719909
cg08738269,161882,36,16,NM_153813.1,0.044796796
cg08739282,1665,36,4,NM_001358.2,0.141390122
cg08742106,9098,36,17,NM_004505.1,0.876276676
cg08743392,2937,36,20,NM_000178.2,0.092943164
cg08744726,79970,36,7,NM_024910.1,0.413130912
cg08744769,4084,36,2,NM_002357.2,0.04166539
cg08747377,1012,36,16,NM_001257.3,0.071029106
cg08747889,5754,36,6,NM_152880.2,0.054920611
cg08748415,53405,36,6,NM_016929.1,0.110762541
cg08749122,80222,36,1,NM_025150.3,0.048683352
cg08749917,132112,36,3,NM_153708.1,0.545169693
cg08750326,10178,36,X,NM_014253.1,0.307100142
cg08752459,9976,36,12,NM_005127.2,0.26516678
cg08753553,245909,36,8,NM_152251.2,0.820184454
cg08755040,5768,36,1,NM_002826.4,0.096500855
cg08757531,83640,36,15,NM_031452.2,0.029283497
cg08758850,2649,36,9,NM_033334.2,0.07384398
cg08759036,4952,36,X,NM_001587.3,0.231128168
cg08759274,84844,36,22,NM_032758.3,0.081175231
cg08761447,57097,36,12,NM_020367.3,0.111945734
cg08762247,55273,36,17,NM_018286.1,0.277914314
cg08763351,163778,36,1,NM_173080.1,0.800342205
cg08763433,23381,36,1,NM_015327.1,0.025624761
cg08764758,91607,36,17,NM_152270.2,0.047057502
cg08766149,3002,36,14,NM_004131.3,0.840616556
cg08766742,60386,36,17,NM_021734.3,0.036187975
cg08768421,9615,36,9,NM_004293.2,0.075850348
cg08769044,10214,36,X,NM_021014.2,0.940475499
cg08770869,994,36,20,NM_004358.3,0.045016973
cg08771429,889,36,7,NM_194455.1,0.073030651
cg08771731,10409,36,5,NM_006317.3,0.046965956
cg08772206,387694,36,10,NM_207372.1,0.858022942
cg08773844,55246,36,8,NM_001031708.1,0.035674873
cg08775230,91894,36,11,NM_080659.1,0.528587733
cg08775774,84660,36,12,NM_032573.3,0.073730298
cg08775793,8542,36,22,NM_003661.2,0.875742557
cg08778586,51538,36,1,NM_016505.2,0.036799814
cg08779777,5294,36,7,NM_002649.2,0.451028733
cg08780378,8669,36,15,NM_003758.1,0.050990469
cg08781448,2588,36,16,NM_000512.3,0.018868046
cg08782122,346547,36,7,NM_207367.1,0.924765658
cg08783491,8675,36,20,NM_003763.3,0.037217074
cg08784110,4142,36,6,NM_002377.2,0.746590177
cg08785133,64840,36,X,NM_022825.2,0.212872213
cg08785155,481,36,1,NM_001677.3,0.064353473
cg08785215,2317,36,3,NM_001457.1,0.049451055
cg08785534,51083,36,11,NM_015973.2,0.096970174
cg08785922,64359,36,17,NM_022463.3,0.060691166
cg08786003,115352,36,1,NM_052939.3,0.665335687
cg08788717,65975,36,11,NM_030906.2,0.025267225
cg08789630,23522,36,10,NM_012330.1,0.804066054
cg08789908,3291,36,16,NM_000196.2,0.066004544
cg08790491,5926,36,14,NM_002892.2,0.05525839
cg08790550,112714,36,2,NM_207312.1,0.936688611
cg08792314,80347,36,17,NM_025233.4,0.054222688
cg08793459,51651,36,17,NM_016077.3,0.128731654
cg08794192,9825,36,20,NM_006038.2,0.032253914
cg08794763,79816,36,19,NM_024760.1,0.654467124
cg08797106,8350,36,6,NM_003529.2,0.161237767
cg08797194,55757,36,13,NM_020121.2,0.112551299
cg08797471,1612,36,9,NM_004938.1,0.100815557
cg08798116,2239,36,X,NM_001448.2,0.232917601
cg08798523,9107,36,13,NM_004685.2,0.043209845
cg08799191,79701,36,17,NM_024648.1,0.070123242
cg08800033,1069,36,X,NM_004344.1,0.232090246
cg08801329,51126,36,20,NM_181527.1,0.042645812
cg08801754,54819,36,5,NM_017665.1,0.767462222
cg08802167,10577,36,14,NM_006432.3,0.04453729
cg08803129,25800,36,18,NM_012319.2,0.026963745
cg08803144,471,36,2,NM_004044.4,0.043570078
cg08804892,22906,36,3,NM_014965.2,0.268429207
cg08805338,5532,36,10,NM_021132.1,0.039874164
cg08806153,3237,36,2,NM_021192.2,0.050391223
cg08807541,55110,36,12,NM_018048.2,0.118438858
cg08810065,55632,36,14,NM_017769.2,0.040071234
cg08810582,55508,36,12,NM_018656.2,0.116294995
cg08810779,8449,36,6,NM_003587.3,0.064083962
cg08811349,11244,36,8,NM_007222.3,0.022381799
cg08812504,5768,36,1,NM_002826.4,0.043848381
cg08812936,10242,36,3,NM_005832.3,0.274358398
cg08813236,5281,36,2,NM_002643.2,0.043695397
cg08815403,345275,36,4,NM_178135.2,0.594659038
cg08815652,55075,36,15,NM_001008224.1,0.071793548
